"","AKT (pS473)","AKT(pT308)","Bcl-2","Bcl-2 (pS70)","Bcl-xL","Bim","Btk (pY223)/Itk (pY180)","Btk (pY551) & p-Itk (pY511)","IgG Kappa (isotype control)","Mcl-1","MEK1 (pS218)/MEK2 (pS222)","MEK1 (pS298)","mTOR (pS2448)","NF-κB p65 (pS529)","p38 MAPK (pT180/182)","p44/42 MAPK (pT202/Y204)","p53(pS37)","p90RSK (pS380)","PLC-γ2 (pY759)","Rb (pS807/S811)","S6-ribosomal protein (pS235/236)","SAPK/JNK (pT183/Y185)","STAT1 (pS727)","STAT1 (pY701)","STAT3 (pS727)","STAT3 (pY705)","STAT5 (pY694)","STAT6 (pY641)","SYK (pY525/526)","TBK1 (pS172)","Tyrosine (pY100)","ZAP70/Syk (pY319/Y352)"
"053",1738.48407242411,636.070677276316,6073.75302004203,677.200300955323,3884.52020314989,3571.54148838537,4995.55290571844,595.935146309737,549.731096604244,718.719453773377,585.844497119194,581.471984619692,807.505590317725,561.883621968143,633.160485270856,1131.66339306835,585.47992683026,798.492401101244,745.788398507641,650.279705809805,2792.98723481442,1759.1626236456,624.764360935332,569.255875727777,714.928541467123,551.828671388389,643.080449243337,687.025135871404,966.203124331823,692.291031232966,2099.61191502245,689.979762869941
"054",2774.21567703899,1561.44793528764,9151.17524451327,1565.29762887102,6237.97961949158,8770.69397465995,11067.2734290844,1569.19395479205,1403.46438952347,1895.37935363195,1520.76931119451,1647.28502346905,1809.51221307067,1719.35686268446,1554.28617691296,2014.02329086541,1500.0812263379,1771.55803373151,1615.49210564256,1574.80583961827,4067.10498601441,1804.00211317921,1401.42482814454,1448.88616232282,1978.40243980864,1441.76984498958,1528.3017043385,1399.7074501272,1968.8732213324,1680.52263220258,4827.73203636491,1483.59127602238
"055",963.2943622,203.6358167,9901.909653,417.0176715,3575.799447,6461.534478,7265.463877,137.550598,75.29522739,444.3408163,136.7342296,230.9754597,266.5182041,312.9641899,172.5966305,340.037644,139.1258239,423.8775403,313.1084989,200.8474216,2888.60599,362.6214642,101.5489637,128.9409591,313.4483586,88.51520207,205.8755903,76.34337573,562.1918179,291.9545436,2432.173058,177.5676555
"056",1739.4984252422,1133.81509284061,13955.8139372111,1835.8041282574,8752.94675843651,11852.5414094144,8270.34090399451,933.554175505264,890.632009505346,1441.61172793445,934.034134962716,1038.32581700418,1320.74403997218,1238.63517810295,995.533870907931,1533.08864624606,949.235480352718,1296.15739848014,1297.55660958352,1142.22382101374,21031.5492230673,3512.5079761989,928.740665429904,959.028561752293,1334.24418048039,908.993315298137,1259.83435132519,882.444954422686,1573.98127372333,1138.31319506177,3549.70261151443,1000.33268018146
"057",2045.16820255326,1192.2393599009,10998.001452195,1255.11693803151,6871.57148553984,6361.68092630057,11897.3010482021,927.456214538241,836.89891649851,1776.4900232068,901.74287289672,1002.97168517036,1609.32025362283,1155.75765801452,926.853543631753,1768.16171164229,895.17265403733,1357.34838362205,1497.72074966936,1066.26158700004,20607.975895833,3438.08023194504,870.524024330254,931.946444380858,1409.37170579949,859.140707226186,1243.1141930369,845.160205404072,1606.29427520483,1144.07140229633,5153.42441803186,1009.82053054957
"058",1173.988595,216.8754268,9808.271025,372.1585344,3952.861845,4409.449487,10962.65133,206.0240911,119.0903502,355.3889319,180.2977282,228.8642615,313.0204314,343.775503,211.5373247,372.434264,168.7018178,392.8991684,621.742833,245.7029447,3509.039382,390.4068548,145.795595,174.7045005,487.2216314,137.079039,275.1339402,121.9364823,702.7973148,330.1627261,3458.442681,312.0814824
"059",1795.01294235611,1138.37504326724,7636.29950183164,1176.92307864107,2736.25472566644,3506.46388411614,4454.48692918415,1101.1214775206,1143.66641430541,1228.49999917508,1087.56953292229,1097.91426741709,1238.43248603085,1154.28672558665,1107.43094381841,1284.29042100221,1100.53969776054,1321.79448793626,1171.85655956479,1147.171052922,9626.76192127766,1749.69947488311,1105.79307813487,1069.38700197605,1306.78305886697,1065.4236917371,1105.56421552015,1139.63452782613,1222.26391406952,1169.87345563587,2245.3970489393,1125.44500629779
"060",2164.66621670311,821.502022393584,8233.70023208174,812.287583210535,4497.75315700507,5400.11243518927,8828.14849162619,763.870334531808,688.456798310938,966.741511848762,715.345951535415,779.12260842229,1181.11147313313,738.64654227383,777.776693749615,911.115139840254,762.613956819097,940.797901293268,936.877710917108,878.296531571145,5921.17876303348,1599.01365719116,808.106944315664,746.977641645216,996.490670909932,721.186927884685,830.924996135068,809.946347384345,1107.27076987458,918.264909838097,5737.04055571299,843.675867624261
"061",1027.398317,198.84386,18737.94639,1071.857687,4702.008491,12172.64003,5457.99596,74.67129121,10.12433444,704.2045697,98.68897151,236.7973556,232.7619063,276.9340759,156.0954793,487.3075298,101.6113763,614.9362886,189.3548586,187.1394201,3147.20788,402.9198404,66.08680971,74.2178137,642.974656,26.66761797,160.9945613,7.201989582,561.3794557,277.6248029,1526.238171,103.1164792
"063",1115.30279238726,307.362699233222,9396.35162881416,347.3682398504,3697.0444908215,3509.93577144176,5434.59337166499,206.925998286636,144.176321918589,380.505180257063,220.068681386758,234.689823731969,404.034148380523,276.968876031014,219.579701602763,281.252838216382,225.902990482232,457.521834110184,299.804412211828,313.740687897012,564.305291263847,466.018702895604,170.445521578279,191.483682500429,339.992194396055,155.115110672195,280.123169731024,143.54024532015,587.165718548765,384.851335849831,1809.47013730837,216.694374934201
"065",2371.36282716181,643.505931808514,12446.5814792106,1026.73287029683,7254.29660216271,7860.29941623608,12943.8351044074,622.885573976022,501.644231790703,888.727988457969,558.193914779578,625.349351519279,1082.1190311706,779.894349271853,646.368778726294,1359.52222661384,564.621967920077,947.32293085814,1015.76305075996,724.844539375544,3448.0052505228,2462.88131405165,515.010959136675,538.569340552891,886.978326950227,566.270413512909,727.855613469025,483.772346497832,1269.77803667703,835.786790777176,4408.89223899067,687.239026887276
"067",779.91958191011,437.928314461148,9471.03440180475,526.095999010545,2810.55149655461,3962.43756485376,4861.88600205906,311.318351918635,243.961746061796,562.155099136995,322.454491058221,348.905330933192,670.725947943037,448.66105515449,318.844007505137,342.014686474215,342.092577134215,475.023667140157,450.53057246918,409.915424568069,4280.12793898512,466.401603871026,259.510540109431,280.880874715141,603.140750921601,244.635294030368,362.7099864775,241.904458406618,585.384455101477,544.950294489396,1506.44647885191,314.268896677135
"069",1329.46886106216,316.455583542037,10477.1858127964,475.526181355961,3523.75935873469,4698.69665846254,5813.20768043749,247.623468525922,172.253829007851,563.633074350968,259.397108185572,272.730028163135,477.154374222169,309.61053544595,254.467185731553,332.969725912729,246.489218064674,570.571081918216,348.60475839963,316.804208333193,1775.39227083682,504.745352692835,197.305820875421,212.612384456053,377.132584536404,187.575380596117,315.844611368443,172.531603499886,644.627345789568,416.806955720271,1805.48920092499,259.856488915006
"071",1081.42998689717,418.436076194774,6256.01984538454,403.439897510665,2859.33882282217,2486.52614534888,8591.16999840257,389.382579200879,292.915505074626,829.42020003344,332.34887482169,365.228008032458,733.1605366189,373.147248708578,375.095054871739,1146.73815640376,350.140855894191,621.281587242337,665.35746067209,424.352035888891,8476.36053665525,1278.71329841803,293.668974109364,322.484562533942,625.489941347225,302.552073197428,385.562268674472,280.650987924273,580.351441850132,463.920238412572,2372.70839433201,430.714034297005
"072",853.399884189512,325.437934766429,8542.16070577626,283.700826065369,2797.72408396432,4288.39121025299,5471.68377400051,184.672308988404,117.613713686371,525.688953981774,147.58598192592,171.469737672576,665.331811688188,247.491817464994,238.001639638316,1216.84959280396,224.245674217314,337.512287364102,358.63905437452,291.04611483068,1963.3997330509,1067.95561320435,128.573311595957,168.984428812301,329.079360612943,109.920057322163,237.207964604868,120.19242453741,384.943514343599,334.312018577206,2161.74114070426,228.125446752752
"073",2729.50928550568,1679.3748596274,7576.45091180267,1633.42573472549,5860.48859954652,5980.5765181608,7845.20635738804,1531.43204563897,1421.94887364577,1956.65799194774,1556.05400478737,1538.5850653653,1841.06676146989,1535.34065122818,1499.0713982992,1806.79074915678,1580.74663550642,1725.26626500017,1666.90562503553,1612.40581626643,4401.95244581307,2665.5903205579,1600.55916736931,1529.75564421833,1809.58183500703,1468.37656963677,1661.17149524199,1737.90129743504,1897.95021842848,1739.83287676756,3782.70261179414,1582.37065644496
"074",1444.63671800648,891.18132934915,7833.79750228946,977.832931076722,2704.79466565377,4253.71701214794,5310.82067175668,783.657715686479,721.392223353061,932.586197180161,775.823518531663,766.953012059676,1022.9322728714,766.18272827129,782.670367503469,1056.75198408156,831.463697254714,1040.31751658892,941.202069726805,838.481105150491,2400.38331340784,1633.07995724129,800.883683547029,778.682088243683,1018.38016109496,740.79706775256,829.226172429301,899.957283356406,1028.74576069315,989.551822499199,1961.38644710689,832.358753616419
"075",2112.01300802761,790.387324706831,8109.84275668745,891.424137699339,18442.0971945048,6348.83915943589,2403.4427105165,699.881922153801,663.530093796708,1158.75072653828,723.43414545394,696.936344901759,760.854566777984,681.878073473819,787.9685533247,974.698415834288,728.353781643668,1049.60854248869,732.669490299693,748.32079957528,1129.86339307446,1725.07111023694,736.346087128477,766.027704136278,806.451719866493,678.061791323693,840.112910585077,846.280878495489,1022.79589207177,753.179485044767,1191.09952273174,716.025485921823
"076",1640.384276465,904.597783530364,9234.56884467666,1022.48829808662,4148.79292705945,6169.41941271733,4779.09422665223,795.689783033772,723.74630234497,997.602446736912,828.654169431118,789.435131503296,1049.80857775367,803.419012758428,799.016651061728,930.037721014809,864.964353155706,978.76768845289,910.914792956403,863.23624827577,3933.48961371847,1665.10560017913,858.024269428929,802.055632905404,952.899051022474,751.740645025203,898.832523340671,950.171072005846,1008.27699439866,956.209930306492,2030.25909168753,826.852429726925
"077",2163.78949615438,635.565811748718,11719.5947513571,996.516461151343,6774.60464413466,7235.60097845488,2565.59807207239,592.17690126657,505.762763461219,844.272548487397,552.662742430492,582.21712766885,950.342146524876,752.705632802644,664.009849755551,1139.26467118591,553.437755063508,752.824431751276,594.499508823283,710.022404803529,1552.79744576335,2477.55036509012,519.620846810008,543.999219975055,772.972081872996,551.959233848854,686.368723452401,490.719061077117,1030.23378250433,882.272226033613,1134.75420540236,558.285268328409
"078",1834.68391886188,732.450430714822,9628.1830045262,846.525308042321,4788.75112215439,6809.24253460837,11925.8144525871,629.372793228041,542.901626480113,1268.1190908954,663.935903611211,708.466850536467,1162.68341076283,806.322939612944,647.297900303809,868.700294078148,629.361505090766,1057.182958642,1019.31309911924,716.426801494356,4530.92986592092,905.410909903286,540.51174928744,588.869475302296,1213.65960277486,549.672303443512,695.494493210113,549.800526463647,1153.8775798059,762.065939409525,4613.14760533745,662.416346765844
"080",1893.56271122598,766.120940286544,6240.10816375516,758.648506703174,14059.769471937,5139.39732769156,2601.44659027505,666.603169926288,636.549070417268,989.461451574302,692.279766910747,668.968648541239,740.420525195412,648.298565860572,746.924640872472,948.194422386598,693.667905313103,928.694797440147,729.40565562122,707.847487900769,1165.42893507389,1526.64191413378,708.489260379429,717.234653404629,713.592084801088,652.252824170853,805.8299574183,791.975682316737,957.687102390076,713.619427809891,1204.58391359334,697.455297776609
"082",1630.39613592969,734.27412370662,7952.65857165868,706.976546601433,5513.08323742597,5018.49534518399,7176.95329209058,698.019293556958,645.850321158358,928.845733073058,640.874096276721,694.092740279003,1031.56921029527,656.309761935485,719.355836137067,889.820834164544,693.320096201791,846.63103973255,792.562382651673,819.987341673863,2327.05301970097,1614.88614648858,728.21807425854,689.452149834272,891.571732671199,639.919240189812,765.271907168538,752.024596606302,1024.74182686622,857.122364961921,4638.63002365382,735.683989797845
"083",2279.74554765552,1420.97908626747,9450.96959371743,1497.01617931894,10868.0567677414,4561.11257259561,6356.35106236671,1289.3261860055,1322.06343889672,1783.61958741143,1365.48002205057,1294.93110757351,1476.13411146087,NA,1300.97115454685,1739.64571836713,1303.85587636882,1635.52099171118,1457.96453249673,1395.60937272897,7350.67514793073,1551.281070316,1263.46883270593,1341.66164883584,2525.95163969976,1277.48008780794,1403.48037500161,1270.04927812515,1573.84183564441,1368.68989823059,2652.58536723259,1354.76042033326
"084",2985.46680877892,929.177695491424,14747.6752620802,1369.24930552625,9042.85504722028,12341.3403663181,10911.2039952867,934.64362787802,797.172848626213,1427.20359361665,858.761637082463,962.317444270487,1464.1399100473,1038.19561797806,1021.12205049684,1826.10050759994,895.523947530524,1221.88647638962,1264.68957801457,955.018718096587,7413.72225856833,2925.71918136547,803.952650318808,852.457333347358,1300.81302077368,898.735235446585,1076.87017804809,790.548041427211,1585.3902214188,1069.7949495795,3417.23938498684,950.469514184632
"087",4750.99401577984,2744.1725665229,17930.4258225857,2928.30437543792,17191.3031037254,13748.3099693408,14299.7829875239,2630.750657378,2530.31250366048,3202.67036323111,2587.51394919773,2704.56608221449,3143.51224648042,2709.30118085254,2579.50383122557,3142.24249157746,2654.27659839811,3373.73442783286,2910.09093701832,2820.98910983797,25608.4527594718,6311.86019520924,2581.63680380737,2680.55507950303,2993.13337164832,2592.72441526482,3168.2503321878,2500.34677121671,3556.5386866978,2822.73863721065,7235.25718598418,2706.99336787039
"089",2732.97907757363,1556.341711939,12364.0727742429,1802.79841974924,12628.7428495222,10157.9345731838,7326.33239501552,1442.03650030057,1380.79794427783,2328.69643074896,1428.77352877174,1495.92507950799,1940.6956332922,1509.20380974769,1429.70242686209,1855.13882627577,1449.57251418635,1960.35778376868,1602.92211876335,1631.78483867511,5536.32988451138,4515.70274032289,1462.54191180903,1511.89572946257,1873.2113292772,1423.84918289792,1835.29884951119,1360.12356438379,2047.61054708621,1634.72817495322,3436.20778286155,1480.92507388659
"090",1600.38553474339,701.39464578903,9288.56203231558,708.044455588774,5686.08646349198,5386.43596582755,7988.8295370644,633.163324408539,604.410426971898,892.88090959607,585.049585537006,634.514286972537,1000.59705653457,612.210508418093,645.778464900332,789.962902515897,670.103821498361,869.717588959498,789.735163069086,839.173898366502,3007.56433259759,1500.89263261637,690.316787783873,616.861894597768,806.500749798698,587.01327497277,714.74575297511,688.831754941109,980.740277857957,801.324864244024,5122.8547178605,683.685029351582
"091",3050.46741444936,1648.5031784492,17429.86762421,1892.65834906603,13844.6012447934,10384.0846045705,10358.2511115254,1569.8340824343,1500.86977329053,1948.77423530455,1527.1975207229,1621.04545695152,2022.91108680846,1656.99316219102,1527.29829048779,2022.76724325882,1570.49222311973,2101.98816839731,1830.46386045375,1754.19178005787,6002.73262005853,4760.58113259649,1535.82211324726,1593.6320246855,1828.02062163569,1513.65010254561,1989.30291328169,1460.07095891814,2262.56424164877,1731.3800895209,4595.26555493401,1616.85244899756
"092",2003.93592965845,1100.93060497483,10316.3864703636,1242.04362097574,3996.55519791942,6511.79832579765,7525.59960597102,1010.02525645132,977.801952710027,1131.58575663527,949.151290659174,1091.25329398302,1267.89358411152,1011.56931740434,1008.17802766776,1122.60429016777,1022.35367719146,1040.15374553346,1149.51344095093,1091.26489839053,2547.9706228703,1644.11392924091,1026.70857506174,976.187087534872,1101.99116103594,980.209665890232,1020.26809524931,1039.46048849534,1209.84332420472,1074.93243329236,2395.72943089387,1015.29389370121
"093",1297.61127888323,554.515383155434,16275.0060440875,1284.12947038277,4029.0648730627,7309.87276862747,3123.97946647025,456.481732371962,441.213371405632,973.594258003005,489.442434492948,644.507501547495,782.646331863261,606.690410965445,530.440641172946,NA,NA,831.027575251639,578.232243070909,531.077803648501,1959.70402960902,1148.04553935552,454.967132994925,514.307231020033,811.101638829015,437.592511116915,548.434068610282,392.106712973391,1058.70566013134,617.672978379791,1374.63945515717,526.477278455082
"095",1700.79888390137,1036.96944686244,7924.4803188951,1050.3023231055,4007.69535640063,4312.34995411175,6029.10937083081,1022.71754431549,991.145107387862,1162.58717036566,959.015673897022,998.263060739433,1275.61325247349,1019.3371214316,997.991873197764,1131.99396126059,995.986988998643,1035.40618883255,1100.2044168717,1118.91651636048,2822.84820909957,1680.38164167966,1037.22777814079,994.851101660489,1110.61565016444,997.230616898639,1038.29823454088,1060.96708377446,1184.23469604664,1111.03621634755,1950.32527450063,996.969796521779
"097",1351.35086521143,624.535048321665,25460.4727921371,2002.74765408392,4322.83402829596,14861.5895926137,7146.24486898235,485.682360801557,369.304493237904,1004.77246197689,440.111067180195,515.700675496004,1109.56092186181,640.403924842379,525.496901494588,985.375900765342,503.228119142479,735.521021497006,826.877245991521,597.515881043536,2302.43983194212,2634.22473217136,398.313661691364,468.194633314773,913.947533378935,375.258484493975,585.948699718215,362.671103954582,863.110943368878,854.175800082025,2743.21244351613,559.393158885455
"099",2386.93324459597,1630.93341693973,11306.3712374566,1810.56794057941,9246.44783605373,6118.74434371378,4049.73829177964,1486.03101190534,1499.81939365484,1717.95847623076,1484.33072675707,1552.132112021,1804.35148596448,1560.44044029226,1512.50791376729,1871.63098312943,1487.30668363162,1886.44074927465,1532.943789119,1633.37809257328,7196.22445268833,3788.8695233042,1478.86150977101,1511.91171893874,1673.61139877505,1467.47603235319,1735.73850457375,1450.43515349433,1944.84465906703,1659.75451689063,2213.17948204542,1488.45443745543
"100",1887.573139435,1065.93683598232,21160.0071115098,1223.30532732424,6314.45458653136,4645.79948995647,10607.2605141313,912.988840292127,815.191532229331,1430.57493467171,927.239394424298,942.022844558432,1325.92495930553,950.962772537215,954.397175460169,1637.1688266319,892.873968484744,1721.80818982104,1292.48547581096,992.638753343406,13765.3223176889,1823.51094586593,890.826936121665,858.088122754366,1553.79279931329,826.249442162292,969.044322319923,934.045624510629,1398.00594847539,1103.14996264087,3088.06388790894,1091.98986934716
"101",657.715872678546,364.84338867454,7446.97566420708,412.879611412183,8161.40258503497,4064.44603163113,2712.89766597444,269.451427408248,262.83804782009,656.909803019739,274.785931041518,304.132063915304,406.115376906573,307.101406233056,310.093945037383,395.093096295668,335.786381785644,578.55520465275,298.628890571247,435.651287421379,1570.56667388711,1235.45845074613,235.548557418942,258.717323438136,448.480825888333,240.531572508418,373.234047790895,240.654130640383,494.218575144846,413.256229637199,917.919920322028,299.767163685335
"102",2196.06529953263,1403.08268403202,8316.69351204672,1332.84715771905,5409.45150372787,4957.54456695442,5923.16160769518,1312.34393323524,1284.32935778933,1584.65362332983,1240.72597593484,1373.26695265116,1575.3918272158,1284.38372252765,1329.26600484246,1480.44363261557,1329.11216010557,1358.79766126865,1364.85386513384,1423.5420415859,2228.37367293422,2161.12907801221,1338.55758840474,1263.03762619336,1471.34739966852,1281.60867574751,1341.27235267157,1364.99375142725,1515.48158558952,1437.13177654066,2254.48237104305,1284.16551070702
"104",1438.48866132188,837.479990805261,20369.7522049316,922.339298228883,5075.10790668749,6365.81148536008,3977.03873525104,645.557811583543,589.703140938497,1077.87010110799,658.979755116761,667.446183248995,954.150978279358,697.974705389242,683.346558298634,839.386066694449,656.846491979001,853.830395657689,734.151336849454,707.133191386404,2154.59938271487,1442.43470179821,649.936834401662,603.605718779838,883.777251210072,598.802301648823,724.785195277209,706.258364523507,898.781645711076,800.516990653895,1253.37988739754,659.012097941422
"105",1972.71109750414,696.519007798577,7711.95676178402,702.883163913113,7367.38787907582,4469.80520094593,5183.89280202015,637.588182384277,579.499346901328,968.976881445056,620.149452868986,655.214864915557,838.269410735415,557.014302682729,690.360320376765,876.199421191932,641.286653970798,961.253069570164,851.299243808561,659.479395811977,2649.19468502098,3082.80782916738,590.695024185056,674.110799112469,812.470249670411,604.248682027116,720.1257866505,750.65847299318,973.76127274308,686.501662187253,1825.83143897841,690.990110130863
"106",3323.52332868578,1855.85142654796,12275.2914100584,1985.28651775366,12709.1411175755,9678.2055036651,11756.0104609182,1760.39568137391,1699.30153925288,2404.80234872746,1725.93261007758,1818.72061659923,2193.21345303631,1790.95890236353,1737.02438120123,2082.86173827282,1779.36149379474,2307.54375212396,2136.12636575531,1962.17074687802,6819.38429508276,5103.78023812015,1720.75831956486,1744.24146552153,2001.7364768251,1743.16642529941,2250.45421062738,1672.80285059008,2519.77942474589,1919.51097619558,5259.20988777461,1852.31326074393
"107",1376.66468887697,785.691390895269,17080.1293189597,1213.60307500615,5919.97004986845,8494.52015927919,10061.4573505193,529.84990588043,441.925296880797,1066.4010294706,491.000443922489,537.447612451109,1226.77620645676,656.519033507665,504.16909385975,941.336595099958,553.541707907476,791.854961474982,882.809891574441,712.16793334151,4891.25601438133,2672.57859740011,462.066698535636,517.479352321067,921.635751428926,455.107837723534,662.882589924148,426.70105982764,1017.91647236638,856.996398135878,4623.59225367555,607.922977969587
"108",1921.00442577426,854.514001887475,24497.5577949856,1482.12219895728,7013.97353462575,18328.6069919926,12068.1652354876,777.536202689765,684.595052124678,2429.6241120309,757.64577803804,849.085172667778,1984.7806840445,913.29441045649,771.409970972193,NA,NA,995.864556299025,1174.97790025143,963.056177299573,26167.4952090276,1506.78992774085,740.222816855885,888.273707040859,1431.61308480959,708.437244505663,911.215147254371,630.210146164524,1495.29710525157,1019.03531184307,6897.25956916225,882.291790560007
"111",3175.71180112332,2132.05912341261,15289.7850934241,2202.44871482907,7983.7620040972,7802.54427334532,6020.25892965993,2058.25248239778,2028.17755180804,2268.93242237903,2062.90349019605,2068.88229605915,2290.68186434507,2223.04267050503,2083.52090593275,2377.91010978826,2101.8406864943,2262.15077697488,2158.05622554094,2256.28613573162,7590.6492184139,3489.62387407326,2112.46904802444,2046.57923717912,2386.91550452549,2027.3109573369,2170.31342233511,2144.59626857286,2277.08105192474,2275.13891142934,3047.04832257424,2109.16630517578
"112",2174.47541882567,1568.37637506411,7863.8249559611,1532.71147174044,9651.67367266016,5002.63059133833,7248.77197397887,1486.83870544911,1524.87286128639,1751.68572382751,1536.09613139489,1529.1481974753,1625.55043140731,NA,1475.40399374953,1740.8718362252,1496.46726018081,1633.9035860182,1763.72026792677,1580.57213066343,5133.95563681288,1646.6734390363,1447.42135691141,1473.34901802579,2800.88322835468,1470.18887367624,1596.01257738138,1451.54300774714,1828.15061924643,1539.19411265911,3000.27525848435,1569.83808923765
